account_id,customer_id,account_type,account_number,ifsc_routing_code,currency,current_balance,available_balance,credit_limit,interest_rate_pct,account_status,opened_date,last_transaction_date,overdraft_allowed,joint_account,bank_name,branch_code
ACC0006271,CUST005605,FIXED_DEPOSIT,4335755532,BANK5795,USD,27149.95,23153.79,,1.9,CLOSED,2021-07-18,2023-11-25,True,False,ICICI Bank,BR768
ACC0006272,CUST001577,CREDIT,5995337855,BANK1292,INR,22062.04,19432.85,52688.48,,ACTIVE,2024-02-28,2024-05-22,True,False,Wells Fargo,BR384
ACC0006273,CUST002917,SAVINGS,4008387123,BANK3968,INR,26430.43,24432.5,,2.12,ACTIVE,2013-01-02,2016-01-16,False,False,HDFC Bank,BR811
ACC0006274,CUST004753,INVESTMENT,4070338642,BANK9514,GBP,14281.9,13283.27,,,ACTIVE,2019-10-11,2021-11-01,True,False,ICICI Bank,BR518
ACC0006275,CUST009368,CREDIT,6268765250,BANK9352,USD,0.0,0.0,0.0,,FROZEN,2022-02-23,2024-12-03,False,False,Chase,BR241
ACC0006276,CUST009191,SAVINGS,5263224668,BANK1651,USD,15021.0,13969.99,,2.86,ACTIVE,2023-05-08,2024-05-04,False,True,Wells Fargo,BR552
ACC0006277,CUST007538,SAVINGS,9273232572,BANK7997,USD,27193.74,25997.48,,4.19,CLOSED,2016-08-01,2024-09-25,True,False,Wells Fargo,BR656
ACC0006278,CUST001672,SAVINGS,6501849788,BANK7677,EUR,0.0,0.0,,1.01,CLOSED,2011-05-02,2012-05-29,True,False,Chase,BR878
ACC0006279,CUST007847,INVESTMENT,7538731388,BANK9348,USD,33702.05,28992.78,,,ACTIVE,2019-03-09,2025-12-23,False,False,Citibank,BR731
ACC0006280,CUST003089,CHECKING,6467137126,BANK2210,USD,32590.02,30264.89,,,DORMANT,2009-04-09,2010-10-12,True,False,Bank of America,BR902
ACC0006281,CUST005345,CHECKING,3578749875,BANK7306,EUR,0.0,0.0,,,ACTIVE,2024-09-08,2025-05-12,False,False,Axis Bank,BR125
ACC0006282,CUST006092,INVESTMENT,2536145486,BANK2616,INR,16956.4,16605.36,,,ACTIVE,2024-06-22,2025-10-12,False,False,Wells Fargo,BR757
ACC0006283,CUST003353,CHECKING,6807400014,BANK1058,INR,16042.08,14373.04,,,ACTIVE,2021-05-22,2023-09-16,True,False,Citibank,BR937
ACC0006284,CUST007915,SAVINGS,3662541824,BANK6918,EUR,35673.97,34715.61,,3.74,CLOSED,2025-02-24,2026-04-05,False,False,Chase,BR832
ACC0006285,CUST007561,CHECKING,6278081208,BANK5889,USD,0.0,0.0,,,ACTIVE,2025-04-03,2026-02-26,True,True,Chase,BR219
ACC0006286,CUST004300,SAVINGS,6484859190,BANK4080,GBP,4784.04,4768.73,,2.66,ACTIVE,2025-04-28,2025-09-11,False,False,Wells Fargo,BR732
ACC0006287,CUST002435,SAVINGS,1950863140,BANK7026,USD,8928.55,8641.85,,3.1,ACTIVE,2020-10-09,2025-05-30,True,False,Citibank,BR538
ACC0006288,CUST004908,SAVINGS,1337592857,BANK1844,USD,2564.27,2371.09,,2.39,DORMANT,2024-09-15,2025-10-17,True,False,Axis Bank,BR336
ACC0006289,CUST001081,CHECKING,9099782320,BANK4368,USD,36033.95,31029.32,,,CLOSED,2017-12-10,2022-08-18,False,False,Citibank,BR989
ACC0006290,CUST006112,CHECKING,1233579771,BANK4699,EUR,17270.91,17265.69,,,CLOSED,2012-11-20,2016-07-06,True,True,HDFC Bank,BR171
ACC0006291,CUST003652,INVESTMENT,4921941587,BANK8526,USD,9922.82,9414.36,,,ACTIVE,2023-05-11,2023-12-14,True,False,HDFC Bank,BR694
ACC0006292,CUST003979,CREDIT,3784184441,BANK2247,USD,15358.77,14793.87,31441.68,,ACTIVE,2025-04-01,2025-07-16,False,False,Wells Fargo,BR207
ACC0006293,CUST008780,SAVINGS,6963534934,BANK6384,INR,0.0,0.0,,2.41,DORMANT,2025-10-21,2026-03-30,False,False,Bank of America,BR579
ACC0006294,CUST008239,SAVINGS,6327784743,BANK8441,GBP,7266.59,6853.34,,4.01,ACTIVE,2025-07-01,2026-03-12,False,False,Axis Bank,BR204
ACC0006295,CUST007608,FIXED_DEPOSIT,7721623582,BANK8683,GBP,0.0,0.0,,0.85,DORMANT,2014-07-17,2021-09-09,False,False,Axis Bank,BR811
ACC0006296,CUST007313,CHECKING,6837506687,BANK4738,USD,36300.45,31917.39,,,FROZEN,2012-01-21,2014-05-23,False,False,Chase,BR386
ACC0006297,CUST002816,INVESTMENT,5796969538,BANK6163,INR,0.0,0.0,,,ACTIVE,2024-03-22,2026-02-08,False,False,ICICI Bank,BR884
ACC0006298,CUST008291,CREDIT,4899628395,BANK3464,USD,25727.31,23431.39,65223.43,,FROZEN,2024-10-21,2025-01-26,True,True,Bank of America,BR992
ACC0006299,CUST009299,CHECKING,6082981777,BANK8763,USD,42262.34,36987.12,,,ACTIVE,2025-03-23,2025-05-20,False,False,Axis Bank,BR197
ACC0006300,CUST002741,INVESTMENT,6241030657,BANK5300,EUR,14248.38,12210.47,,,ACTIVE,2024-04-28,2025-09-15,False,True,Axis Bank,BR888
ACC0006301,CUST003917,SAVINGS,1663167526,BANK8808,EUR,0.0,0.0,,3.81,ACTIVE,2017-10-30,2023-11-05,True,False,Bank of America,BR995
ACC0006302,CUST009287,SAVINGS,4112551337,BANK5981,USD,14326.5,13857.38,,2.78,DORMANT,2017-07-16,2026-03-29,True,True,Wells Fargo,BR945
ACC0006303,CUST002639,INVESTMENT,6015647263,BANK4298,USD,0.0,0.0,,,FROZEN,2014-12-28,2023-03-30,True,False,Axis Bank,BR446
ACC0006304,CUST002050,CHECKING,8287210464,BANK8498,USD,19098.59,16471.68,,,ACTIVE,2019-12-28,2024-04-19,True,False,Chase,BR498
ACC0006305,CUST000415,SAVINGS,3431657499,BANK9321,USD,0.0,0.0,,4.45,ACTIVE,2020-11-20,2023-03-26,False,False,Chase,BR758
ACC0006306,CUST002996,CHECKING,1789575811,BANK6977,GBP,34985.65,30714.42,,,FROZEN,2024-03-26,2025-08-11,True,False,Axis Bank,BR501
ACC0006307,CUST005207,FIXED_DEPOSIT,9795678745,BANK6396,USD,0.0,0.0,,0.92,ACTIVE,2023-08-03,2025-02-17,True,True,HDFC Bank,BR170
ACC0006308,CUST001629,FIXED_DEPOSIT,6065349831,BANK9830,USD,0.0,0.0,,4.15,ACTIVE,2018-10-02,2018-11-15,True,False,Axis Bank,BR229
ACC0006309,CUST003102,FIXED_DEPOSIT,8100674587,BANK2583,GBP,20257.45,17994.28,,0.87,DORMANT,2025-05-07,2026-03-25,False,False,Citibank,BR374
ACC0006310,CUST006842,CHECKING,3639894372,BANK4504,EUR,18872.45,17792.22,,,ACTIVE,2018-03-01,2021-04-20,False,False,ICICI Bank,BR725
ACC0006311,CUST000649,FIXED_DEPOSIT,9793482866,BANK6471,INR,38127.61,38084.64,,3.07,ACTIVE,2010-07-14,2017-10-01,True,False,HDFC Bank,BR395
ACC0006312,CUST001086,INVESTMENT,7244140358,BANK7971,USD,22649.85,22242.69,,,ACTIVE,2025-05-02,2025-05-24,False,False,HDFC Bank,BR700
ACC0006313,CUST008836,CREDIT,5027116195,BANK3885,EUR,31455.47,30276.37,75837.66,,ACTIVE,2016-10-06,2020-01-07,False,False,Wells Fargo,BR645
ACC0006314,CUST007099,CREDIT,8765077858,BANK7222,USD,0.0,0.0,0.0,,ACTIVE,2019-11-22,2023-01-27,True,False,ICICI Bank,BR952
ACC0006315,CUST000123,INVESTMENT,8536748397,BANK9099,USD,6463.44,6304.3,,,ACTIVE,2025-11-15,2025-12-14,True,False,Axis Bank,BR305
ACC0006316,CUST009769,FIXED_DEPOSIT,8273464874,BANK3714,USD,8081.96,7970.63,,4.31,ACTIVE,2012-07-13,2022-11-30,False,False,Axis Bank,BR717
ACC0006317,CUST000957,INVESTMENT,7338469942,BANK9810,USD,0.0,0.0,,,ACTIVE,2021-10-11,2023-12-05,False,True,HDFC Bank,BR405
ACC0006318,CUST000469,CHECKING,9802896368,BANK9525,EUR,13068.96,11175.82,,,ACTIVE,2022-04-05,2023-10-13,False,False,Chase,BR200
ACC0006319,CUST005641,FIXED_DEPOSIT,3094586367,BANK2667,USD,19901.66,18150.19,,2.84,CLOSED,2025-07-10,2026-04-06,False,False,Axis Bank,BR705
ACC0006320,CUST005033,CREDIT,2789421483,BANK4624,GBP,16651.13,16237.28,58039.13,,ACTIVE,2010-10-29,2017-09-21,False,False,Wells Fargo,BR178
ACC0006321,CUST000506,CHECKING,9046287061,BANK3022,USD,32872.35,29464.1,,,ACTIVE,2016-09-10,2020-08-31,True,False,Citibank,BR301
ACC0006322,CUST003832,CREDIT,2182343530,BANK8394,USD,1047.72,1041.04,2111.23,,ACTIVE,2014-01-03,2017-06-18,True,False,Chase,BR363
ACC0006323,CUST008367,CHECKING,2919056784,BANK1337,EUR,18568.86,18241.9,,,ACTIVE,2024-05-20,2024-06-22,False,False,Citibank,BR232
ACC0006324,CUST003100,CHECKING,5774854490,BANK7337,USD,10369.84,9041.0,,,DORMANT,2024-07-28,2025-08-31,False,True,HDFC Bank,BR417
ACC0006325,CUST005320,CREDIT,6785720039,BANK1913,USD,22573.25,19543.89,85855.37,,ACTIVE,2018-10-09,2022-12-18,False,True,Bank of America,BR141
ACC0006326,CUST007075,INVESTMENT,4017518261,BANK3767,USD,17488.02,17303.53,,,DORMANT,2023-10-16,2025-12-25,False,False,ICICI Bank,BR528
ACC0006327,CUST002354,SAVINGS,9901001898,BANK2995,USD,0.0,0.0,,0.91,ACTIVE,2024-02-08,2026-04-08,False,False,Wells Fargo,BR947
ACC0006328,CUST004360,FIXED_DEPOSIT,5824013590,BANK8370,EUR,0.0,0.0,,3.04,ACTIVE,2021-09-13,2024-06-26,True,False,Wells Fargo,BR903
ACC0006329,CUST001154,SAVINGS,9441304477,BANK1945,USD,26739.25,25180.38,,3.23,DORMANT,2024-03-30,2025-03-01,True,True,HDFC Bank,BR298
ACC0006330,CUST002157,CHECKING,1982285604,BANK8243,INR,3268.08,2834.35,,,ACTIVE,2011-08-15,2020-03-27,True,True,Chase,BR725
ACC0006331,CUST006790,CHECKING,6451952138,BANK7221,EUR,4834.07,4440.59,,,ACTIVE,2022-01-25,2022-09-14,False,True,ICICI Bank,BR702
ACC0006332,CUST003510,CHECKING,2809453692,BANK9646,USD,0.0,0.0,,,ACTIVE,2011-01-29,2022-03-25,False,False,Axis Bank,BR978
ACC0006333,CUST001464,SAVINGS,2893719411,BANK5502,INR,31682.1,28923.07,,4.43,CLOSED,2025-06-08,2025-11-19,True,True,Citibank,BR845
ACC0006334,CUST006752,CHECKING,6908800991,BANK3180,USD,28476.89,27008.82,,,CLOSED,2025-09-02,2026-04-06,False,False,HDFC Bank,BR194
ACC0006335,CUST003338,SAVINGS,1816071053,BANK1084,INR,27402.05,24362.11,,4.41,ACTIVE,2020-05-06,2025-10-19,True,True,Citibank,BR291
ACC0006336,CUST005944,INVESTMENT,3653779790,BANK6970,USD,19724.67,18155.13,,,ACTIVE,2021-11-16,2025-06-28,True,False,HDFC Bank,BR840
ACC0006337,CUST000856,CHECKING,4574666236,BANK7217,EUR,0.0,0.0,,,ACTIVE,2023-09-16,2024-01-15,False,False,Wells Fargo,BR720
ACC0006338,CUST003860,CREDIT,9477373587,BANK5684,EUR,44504.51,40449.05,72529.57,,ACTIVE,2024-02-25,2025-10-03,False,False,Axis Bank,BR196
ACC0006339,CUST007515,INVESTMENT,4418580438,BANK5145,INR,9274.85,8862.79,,,DORMANT,2016-02-23,2025-04-20,True,True,Wells Fargo,BR580
ACC0006340,CUST008107,CHECKING,9552803370,BANK2508,EUR,5433.08,5362.48,,,ACTIVE,2024-09-10,2025-10-24,True,False,Wells Fargo,BR836
ACC0006341,CUST000993,CREDIT,1582916720,BANK8169,EUR,110.72,106.26,379.65,,ACTIVE,2020-04-01,2026-01-19,True,False,Wells Fargo,BR401
ACC0006342,CUST005751,SAVINGS,2168109699,BANK1469,INR,34070.11,32034.67,,1.36,ACTIVE,2023-04-09,2023-04-20,False,False,Axis Bank,BR441
ACC0006343,CUST006219,SAVINGS,7045849535,BANK2669,USD,5690.45,5217.92,,4.19,ACTIVE,2017-03-28,2025-04-13,True,False,Axis Bank,BR522
ACC0006344,CUST008582,INVESTMENT,2458289405,BANK1088,USD,4273.74,4161.96,,,FROZEN,2020-05-28,2024-09-24,False,True,Chase,BR975
ACC0006345,CUST003604,SAVINGS,1803412276,BANK5227,INR,0.0,0.0,,4.19,ACTIVE,2021-01-06,2022-10-23,False,False,Citibank,BR479
ACC0006346,CUST005130,FIXED_DEPOSIT,3500795864,BANK9649,USD,3093.89,3084.13,,3.0,CLOSED,2024-01-25,2026-03-26,True,False,Citibank,BR104
ACC0006347,CUST000075,CHECKING,2365118045,BANK1674,GBP,29178.62,29062.06,,,ACTIVE,2023-02-02,2023-09-08,True,False,HDFC Bank,BR739
ACC0006348,CUST005649,SAVINGS,3147244669,BANK3232,GBP,23092.26,22049.05,,3.22,ACTIVE,2022-10-02,2024-12-22,False,False,Chase,BR564
ACC0006349,CUST001221,SAVINGS,1093092747,BANK5843,USD,36340.62,36108.99,,0.53,ACTIVE,2012-05-14,2022-06-27,False,False,Chase,BR589
ACC0006350,CUST005050,FIXED_DEPOSIT,6661818077,BANK4336,USD,6008.22,5671.21,,1.9,ACTIVE,2025-06-24,2025-12-27,False,False,ICICI Bank,BR249
ACC0006351,CUST000304,INVESTMENT,2510248918,BANK5815,GBP,21518.39,20754.28,,,DORMANT,2009-08-14,2014-05-05,True,True,HDFC Bank,BR205
ACC0006352,CUST004401,FIXED_DEPOSIT,5404154533,BANK2941,USD,34496.9,34270.59,,3.11,FROZEN,2020-02-26,2021-11-24,False,True,Wells Fargo,BR176
ACC0006353,CUST009985,CHECKING,3209024537,BANK8832,USD,986.56,871.43,,,ACTIVE,2024-06-13,2025-06-08,True,False,Wells Fargo,BR619
ACC0006354,CUST007603,CHECKING,8668580371,BANK2917,USD,20690.78,18421.12,,,ACTIVE,2025-01-10,2025-04-10,False,False,Citibank,BR863
ACC0006355,CUST008984,SAVINGS,3697179476,BANK7389,EUR,0.0,0.0,,2.97,ACTIVE,2021-05-10,2023-12-09,True,False,Chase,BR423
ACC0006356,CUST005586,INVESTMENT,9256802516,BANK8143,USD,9742.81,8509.37,,,ACTIVE,2025-06-28,2025-09-25,False,True,Bank of America,BR341
ACC0006357,CUST009463,SAVINGS,4664518013,BANK1201,INR,60060.96,58140.69,,4.34,ACTIVE,2013-11-28,2019-02-08,True,False,Wells Fargo,BR660
ACC0006358,CUST007254,CREDIT,6193188202,BANK5995,GBP,22727.83,21446.58,62836.15,,ACTIVE,2021-06-30,2023-03-16,True,True,HDFC Bank,BR644
ACC0006359,CUST002405,FIXED_DEPOSIT,2535313287,BANK5636,USD,36415.58,31515.29,,2.41,CLOSED,2010-05-15,2026-01-16,True,True,ICICI Bank,BR681
ACC0006360,CUST007270,INVESTMENT,1781477104,BANK4280,USD,6980.71,6252.52,,,DORMANT,2014-10-16,2015-04-15,False,False,Chase,BR202
ACC0006361,CUST008397,SAVINGS,6728946503,BANK5343,USD,10737.56,9944.93,,3.58,ACTIVE,2023-08-06,2025-06-25,True,True,Chase,BR747
ACC0006362,CUST009352,FIXED_DEPOSIT,5924536868,BANK3490,USD,0.0,0.0,,1.02,FROZEN,2022-01-19,2023-06-17,True,True,Axis Bank,BR660
ACC0006363,CUST000294,CREDIT,6640265738,BANK9271,USD,7593.32,6710.93,18352.1,,ACTIVE,2025-03-05,2025-11-12,False,False,Axis Bank,BR648
ACC0006364,CUST002610,FIXED_DEPOSIT,2536013186,BANK5848,USD,14545.76,13630.74,,1.39,ACTIVE,2021-05-18,2022-03-04,False,True,Citibank,BR836
ACC0006365,CUST001928,FIXED_DEPOSIT,8456208788,BANK1467,USD,16885.38,16701.34,,2.47,ACTIVE,2016-08-28,2024-05-11,False,False,Citibank,BR529
ACC0006366,CUST006093,CREDIT,7240943537,BANK8694,USD,25597.38,24020.0,85503.73,,ACTIVE,2013-04-10,2015-01-15,True,False,Chase,BR835
ACC0006367,CUST000678,SAVINGS,5265160206,BANK2993,USD,20036.36,19742.04,,0.99,ACTIVE,2017-08-01,2024-01-10,False,False,Bank of America,BR778
ACC0006368,CUST003117,FIXED_DEPOSIT,5712763206,BANK7800,USD,9358.15,8191.17,,4.05,ACTIVE,2022-02-15,2025-05-29,False,False,Chase,BR176
ACC0006369,CUST002692,CHECKING,1617293779,BANK9342,GBP,0.0,0.0,,,CLOSED,2017-09-22,2021-11-25,True,True,HDFC Bank,BR912
ACC0006370,CUST001156,SAVINGS,9521440883,BANK4823,USD,0.0,0.0,,1.56,ACTIVE,2016-01-22,2024-11-10,False,True,Citibank,BR321
ACC0006371,CUST005975,CHECKING,8254711225,BANK8855,USD,0.0,0.0,,,ACTIVE,2025-11-13,2026-03-16,True,False,Citibank,BR788
ACC0006372,CUST006736,CHECKING,6285973993,BANK7281,USD,0.0,0.0,,,ACTIVE,2023-08-10,2025-02-27,True,False,HDFC Bank,BR502
ACC0006373,CUST008427,SAVINGS,4525714617,BANK7842,USD,0.0,0.0,,0.97,ACTIVE,2023-11-21,2026-01-03,False,True,Bank of America,BR701
ACC0006374,CUST007385,SAVINGS,5923250761,BANK5393,GBP,0.0,0.0,,2.71,ACTIVE,2019-06-21,2023-08-24,True,False,Citibank,BR942
ACC0006375,CUST003183,SAVINGS,2370958259,BANK3265,EUR,21245.74,20898.89,,3.44,ACTIVE,2025-10-07,2025-10-13,False,False,ICICI Bank,BR742
ACC0006376,CUST001180,INVESTMENT,9229462467,BANK5760,GBP,10700.7,10472.82,,,ACTIVE,2020-02-12,2020-04-19,False,False,Wells Fargo,BR132
ACC0006377,CUST009272,CREDIT,1804611948,BANK2723,USD,14770.2,14085.86,48874.55,,CLOSED,2025-04-06,2026-04-24,True,True,HDFC Bank,BR416
ACC0006378,CUST006957,INVESTMENT,6986205083,BANK6390,INR,15259.45,14852.31,,,ACTIVE,2013-03-11,2019-04-18,False,True,Axis Bank,BR705
ACC0006379,CUST003725,FIXED_DEPOSIT,3466760216,BANK5285,EUR,0.0,0.0,,2.45,ACTIVE,2021-01-17,2023-05-14,True,False,Axis Bank,BR146
ACC0006380,CUST008723,INVESTMENT,5570116016,BANK2746,USD,0.0,0.0,,,FROZEN,2024-12-29,2026-03-21,True,False,Bank of America,BR236
ACC0006381,CUST008337,CREDIT,9168254105,BANK7135,USD,18247.11,16204.99,51426.8,,ACTIVE,2021-07-31,2023-12-07,True,False,Wells Fargo,BR928
ACC0006382,CUST008321,CHECKING,9357941575,BANK9226,USD,19090.56,16720.63,,,DORMANT,2024-05-07,2025-07-11,False,True,Bank of America,BR904
ACC0006383,CUST007930,INVESTMENT,5301622256,BANK2458,USD,34753.87,29814.35,,,ACTIVE,2019-12-23,2020-07-01,True,False,Axis Bank,BR841
ACC0006384,CUST002227,CHECKING,3984027303,BANK7172,EUR,29240.68,26780.17,,,ACTIVE,2023-11-06,2025-06-24,False,False,Bank of America,BR411
ACC0006385,CUST003475,INVESTMENT,5990486089,BANK8786,USD,0.0,0.0,,,ACTIVE,2012-07-20,2019-12-27,True,False,Bank of America,BR189
ACC0006386,CUST006685,CHECKING,6740867256,BANK2805,USD,0.0,0.0,,,ACTIVE,2023-01-27,2023-07-01,False,True,Chase,BR953
ACC0006387,CUST000480,CHECKING,1070769813,BANK4651,EUR,14486.93,13423.61,,,FROZEN,2025-11-05,2026-04-21,False,False,Citibank,BR809
ACC0006388,CUST005869,FIXED_DEPOSIT,1482919170,BANK1228,EUR,11744.38,11131.15,,1.57,CLOSED,2022-10-08,2024-03-26,True,False,Wells Fargo,BR708
ACC0006389,CUST001322,INVESTMENT,7686372756,BANK7099,EUR,20464.37,18051.79,,,ACTIVE,2025-11-18,2026-04-10,False,False,HDFC Bank,BR862
ACC0006390,CUST000121,FIXED_DEPOSIT,9630561036,BANK8223,USD,15623.26,14537.51,,4.38,ACTIVE,2021-02-06,2021-04-30,True,True,ICICI Bank,BR482
ACC0006391,CUST005657,FIXED_DEPOSIT,3091859339,BANK4885,EUR,321.77,301.71,,1.24,ACTIVE,2025-06-15,2025-12-28,False,False,Bank of America,BR819
ACC0006392,CUST009403,FIXED_DEPOSIT,5608983519,BANK2346,INR,0.0,0.0,,4.0,DORMANT,2025-10-31,2026-02-06,True,False,Axis Bank,BR456
ACC0006393,CUST006856,CHECKING,5572421791,BANK5532,INR,11026.76,10680.63,,,ACTIVE,2019-04-28,2024-10-27,False,False,HDFC Bank,BR425
ACC0006394,CUST002072,CHECKING,9358159050,BANK7106,USD,3496.09,3227.22,,,ACTIVE,2018-02-17,2019-09-18,False,False,Bank of America,BR518
ACC0006395,CUST003296,CHECKING,6536563099,BANK2997,USD,0.0,0.0,,,DORMANT,2018-10-23,2021-04-29,True,False,ICICI Bank,BR542
ACC0006396,CUST003527,CHECKING,7908066685,BANK9555,INR,0.0,0.0,,,ACTIVE,2023-10-11,2025-08-29,False,False,Bank of America,BR111
ACC0006397,CUST008474,FIXED_DEPOSIT,5527553447,BANK5671,INR,7874.58,7165.91,,2.56,ACTIVE,2018-07-06,2019-06-02,False,False,Wells Fargo,BR834
ACC0006398,CUST009022,CREDIT,3864217650,BANK7232,INR,15246.76,14369.85,28252.02,,ACTIVE,2019-10-13,2024-07-11,False,True,HDFC Bank,BR700
ACC0006399,CUST007506,CHECKING,7578241065,BANK2481,USD,27519.1,26967.08,,,ACTIVE,2024-04-14,2026-01-17,False,False,Citibank,BR949
ACC0006400,CUST004862,FIXED_DEPOSIT,8259467617,BANK4180,EUR,4891.55,4231.2,,3.38,ACTIVE,2020-01-05,2024-10-04,True,True,ICICI Bank,BR704
ACC0006401,CUST002882,CREDIT,4912439881,BANK8356,USD,49733.47,48384.74,172404.39,,ACTIVE,2021-08-02,2025-02-10,True,False,Citibank,BR531
ACC0006402,CUST001825,CREDIT,4958815403,BANK9664,EUR,0.0,0.0,0.0,,ACTIVE,2023-12-27,2024-06-13,True,False,Wells Fargo,BR971
ACC0006403,CUST007073,CHECKING,2959746039,BANK7726,USD,8742.29,8508.63,,,FROZEN,2014-08-08,2023-06-04,True,True,Axis Bank,BR470
ACC0006404,CUST007418,FIXED_DEPOSIT,1075540336,BANK6333,GBP,1008.21,974.06,,3.98,ACTIVE,2014-07-30,2018-12-20,False,False,Axis Bank,BR391
ACC0006405,CUST003668,FIXED_DEPOSIT,1882875989,BANK8099,USD,0.0,0.0,,4.49,ACTIVE,2021-01-24,2024-05-31,True,False,Axis Bank,BR185
ACC0006406,CUST003531,INVESTMENT,9625717535,BANK6323,USD,11158.3,10282.74,,,ACTIVE,2022-06-24,2023-08-04,False,False,HDFC Bank,BR689
ACC0006407,CUST006899,FIXED_DEPOSIT,7998212320,BANK9988,GBP,1492.18,1295.4,,2.78,DORMANT,2024-11-06,2025-11-28,True,False,Bank of America,BR209
ACC0006408,CUST008275,FIXED_DEPOSIT,7867380188,BANK7553,USD,17319.26,15766.03,,0.61,ACTIVE,2015-11-29,2018-09-18,True,True,ICICI Bank,BR118
ACC0006409,CUST005203,SAVINGS,7975448674,BANK9974,EUR,6640.02,6393.23,,1.94,ACTIVE,2024-08-21,2025-11-03,True,False,Citibank,BR149
ACC0006410,CUST004891,INVESTMENT,9577772726,BANK5767,INR,3484.56,3178.88,,,ACTIVE,2024-10-21,2026-02-16,True,True,Axis Bank,BR957
ACC0006411,CUST005588,CHECKING,3126776618,BANK6195,USD,23699.12,20479.71,,,ACTIVE,2025-09-26,2025-12-16,True,False,Chase,BR463
ACC0006412,CUST007053,CREDIT,1325360584,BANK2961,USD,0.0,0.0,0.0,,CLOSED,2019-11-08,2022-07-17,True,True,Bank of America,BR835
ACC0006413,CUST009683,SAVINGS,4971002880,BANK8029,USD,9691.99,8773.92,,0.7,ACTIVE,2025-07-12,2025-08-10,True,False,Bank of America,BR845
ACC0006414,CUST007166,SAVINGS,2917534034,BANK6969,USD,0.0,0.0,,1.22,ACTIVE,2022-05-03,2025-10-24,False,False,ICICI Bank,BR174
ACC0006415,CUST000880,CREDIT,3708196598,BANK1181,INR,12931.28,12791.61,28318.01,,FROZEN,2016-11-01,2020-06-04,False,False,Chase,BR309
ACC0006416,CUST002498,SAVINGS,6131029063,BANK2087,USD,3033.55,2746.74,,1.16,FROZEN,2023-01-26,2024-06-07,False,False,HDFC Bank,BR276
ACC0006417,CUST002224,SAVINGS,1895812477,BANK8524,USD,14448.93,13903.39,,1.84,ACTIVE,2023-07-25,2024-06-18,False,False,Wells Fargo,BR820
ACC0006418,CUST008910,SAVINGS,3922442168,BANK5428,USD,0.0,0.0,,3.63,CLOSED,2017-01-09,2022-11-06,False,False,Wells Fargo,BR747
ACC0006419,CUST009826,FIXED_DEPOSIT,3612428222,BANK2822,USD,44855.94,41047.0,,1.28,ACTIVE,2019-04-27,2026-01-24,True,False,Bank of America,BR683
ACC0006420,CUST004330,SAVINGS,5686646017,BANK5847,EUR,9489.18,9464.98,,2.89,DORMANT,2023-09-30,2025-12-18,True,False,Citibank,BR478
ACC0006421,CUST007731,CHECKING,9080865619,BANK2980,EUR,10507.24,9296.9,,,ACTIVE,2012-03-26,2013-02-28,True,False,HDFC Bank,BR148
ACC0006422,CUST005224,FIXED_DEPOSIT,2087417096,BANK9498,USD,23475.11,21415.25,,1.65,DORMANT,2018-10-17,2021-12-10,False,False,Chase,BR195
ACC0006423,CUST006043,CREDIT,4589438839,BANK7387,INR,18720.08,16475.95,69723.39,,ACTIVE,2021-09-30,2021-11-20,False,False,Citibank,BR314
ACC0006424,CUST006478,INVESTMENT,7379980297,BANK7395,USD,33185.24,32283.47,,,ACTIVE,2021-05-15,2025-01-26,False,False,Chase,BR587
ACC0006425,CUST003743,SAVINGS,1119298476,BANK3689,EUR,15271.44,14492.21,,1.09,ACTIVE,2024-12-25,2026-02-21,False,False,Chase,BR615
ACC0006426,CUST007528,CHECKING,9466441863,BANK8295,GBP,32224.73,30661.51,,,ACTIVE,2022-08-31,2025-09-06,True,False,Bank of America,BR309
ACC0006427,CUST000788,INVESTMENT,9905013328,BANK5416,INR,31669.11,30449.21,,,ACTIVE,2016-06-15,2018-02-27,True,False,HDFC Bank,BR189
ACC0006428,CUST007866,CREDIT,6886620699,BANK4399,INR,16963.86,16672.55,56921.08,,ACTIVE,2017-07-09,2023-06-29,False,True,Wells Fargo,BR104
ACC0006429,CUST004480,CHECKING,6929095231,BANK5153,USD,41735.44,37789.91,,,DORMANT,2023-06-03,2025-12-10,True,False,Axis Bank,BR792
ACC0006430,CUST000065,CREDIT,7897764567,BANK3764,GBP,10195.35,8907.58,24671.68,,ACTIVE,2022-01-13,2022-03-26,True,False,ICICI Bank,BR870
ACC0006431,CUST003586,SAVINGS,6971381892,BANK5212,EUR,12138.29,10494.39,,4.2,ACTIVE,2019-05-16,2021-10-04,True,False,Axis Bank,BR564
ACC0006432,CUST006159,FIXED_DEPOSIT,9636189860,BANK2083,USD,8634.56,7410.89,,4.35,ACTIVE,2019-08-07,2023-08-25,True,False,Chase,BR145
ACC0006433,CUST005129,FIXED_DEPOSIT,5671688721,BANK5068,INR,31206.86,29319.25,,3.58,FROZEN,2024-01-20,2024-04-16,True,False,Axis Bank,BR465
ACC0006434,CUST008474,SAVINGS,6907769143,BANK1615,USD,21008.34,18627.69,,3.27,CLOSED,2017-02-22,2022-02-19,True,True,Wells Fargo,BR402
ACC0006435,CUST003723,CHECKING,9244938846,BANK4524,USD,36579.91,31167.11,,,ACTIVE,2023-10-10,2023-10-17,False,True,HDFC Bank,BR684
